perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
7218,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7219,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7220,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
7221,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
7222,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Sim,Lazer e Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
7223,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
7224,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7225,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7226,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Até 1 salário mínimo,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
7227,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
7228,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7229,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7230,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7231,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Deficiência Física / Motora,Nenhum,Não quis
7232,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7233,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
7234,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 SM,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
7235,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7236,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7237,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7238,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
7239,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
7240,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
7241,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7242,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7243,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7244,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 1 e 2 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
7245,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 10 e 20 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
7246,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 10 e 20 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7247,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 10 e 20 s.m,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
7248,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
7249,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7250,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Sim,Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
7251,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Sim,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
7252,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Sim,Jurídico / Embaixada,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7253,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
7254,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7255,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
7256,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7257,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
7258,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
7259,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
7260,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7261,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7262,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
7263,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 2 e 4 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
7264,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 SM,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7265,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 SM,Sim,Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
7266,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7267,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7268,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
7269,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 s.m,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
7270,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
7271,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Mais de 20 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7272,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Outros,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7273,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7274,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
7275,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
7276,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7277,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Sim,Outros - Serviço missionário,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7278,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Sim,Resolução de problemas,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7279,Brasileira,Masculino,18 a 25 anos,Ensino fundamental,Prefiro não informar,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
7280,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
7281,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
7282,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7283,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
7284,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
7285,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Outros - Esporte/Campeonato/Competição,4 a 5,Sim,Nenhuma,Não informado,Não informado
7286,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7287,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7288,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Saúde/Tratamento/Consulta/Exames,6 a 10,Sim,Nenhuma,Não informado,Não informado
7289,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7290,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
7291,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
7292,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Esporte/Campeonato/Competição,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7293,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Esporte/Campeonato/Competição,mais de 11,Sim,Nenhuma,Não informado,Não informado
7294,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
7295,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
7296,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7297,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
7298,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
7299,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,1 - primeira viagem,Não informado,Deficiência Física / Motora,Outros - Medicamento,Não sabia
7300,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7301,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
7302,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
7303,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
7304,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
7305,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,"Militar, transferência de trabalho.",1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7306,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Mudança,2 a 3,Sim,Nenhuma,Não informado,Não informado
7307,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7308,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
7309,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
7310,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
7311,Brasileira,Masculino,18 a 25 anos,Ensino médio,Até 1 salário mínimo,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
